tanggal,jumlah_pasien,is_weekend,is_imlek,is_idulfitri,is_idulfitri_sec,is_iduladha,is_waisak,is_natal,is_nyepi,is_libur_nasional,lag_1,lag_7,lag_14,lag_21,lag_30
2024-04-20,141,1,0,0,0,0,0,0,0,0,148,80,69,91,124
2024-04-21,119,1,0,0,0,0,0,0,0,0,141,88,58,86,111
2024-04-22,158,0,0,0,0,0,0,0,0,0,119,103,51,88,99
2024-04-23,151,0,0,0,0,0,0,0,0,0,158,138,59,77,101
2024-04-24,151,0,0,0,0,0,0,0,0,0,151,150,60,79,119
2024-04-25,130,0,0,0,0,0,0,0,0,0,151,151,66,79,104
2024-04-26,124,0,0,0,0,0,0,0,0,0,130,148,67,76,104
2024-04-27,126,1,0,0,0,0,0,0,0,0,124,141,80,69,93
2024-04-28,114,1,0,0,0,0,0,0,0,0,126,119,88,58,83
2024-04-29,129,0,0,0,0,0,0,0,0,0,114,158,103,51,91
2024-04-30,117,0,0,0,0,0,0,0,0,0,129,151,138,59,86
2024-05-01,104,0,0,0,0,0,0,0,0,1,117,151,150,60,88
2024-05-02,124,0,0,0,0,0,0,0,0,0,104,130,151,66,77
2024-05-03,128,0,0,0,0,0,0,0,0,0,124,124,148,67,79
2024-05-04,123,1,0,0,0,0,0,0,0,0,128,126,141,80,79
2024-05-05,109,1,0,0,0,0,0,0,0,0,123,114,119,88,76
2024-05-06,113,0,0,0,0,0,0,0,0,0,109,129,158,103,69
2024-05-07,102,0,0,0,0,0,0,0,0,0,113,117,151,138,58
2024-05-08,91,0,0,0,0,0,0,0,0,0,102,104,151,150,51
2024-05-09,75,0,0,0,0,0,0,0,0,1,91,124,130,151,59
2024-05-10,77,0,0,0,0,0,0,0,0,0,75,128,124,148,60
2024-05-11,83,1,0,0,0,0,0,0,0,0,77,123,126,141,66
2024-05-12,95,1,0,0,0,0,0,0,0,0,83,109,114,119,67
2024-05-13,133,0,0,0,0,0,0,0,0,0,95,113,129,158,80
2024-05-14,137,0,0,0,0,0,0,0,0,0,133,102,117,151,88
2024-05-15,135,0,0,0,0,0,0,0,0,0,137,91,104,151,103
2024-05-16,129,0,0,0,0,0,1,0,0,0,135,75,124,130,138
2024-05-17,128,0,0,0,0,0,1,0,0,0,129,77,128,124,150
2024-05-18,107,1,0,0,0,0,1,0,0,0,128,83,123,126,151
2024-05-19,108,1,0,0,0,0,1,0,0,0,107,95,109,114,148
2024-05-20,129,0,0,0,0,0,1,0,0,0,108,133,113,129,141
2024-05-21,135,0,0,0,0,0,1,0,0,0,129,137,102,117,119
2024-05-22,145,0,0,0,0,0,1,0,0,0,135,135,91,104,158
2024-05-23,126,0,0,0,0,0,1,0,0,1,145,129,75,124,151
2024-05-24,117,0,0,0,0,0,1,0,0,0,126,128,77,128,151
2024-05-25,103,1,0,0,0,0,1,0,0,0,117,107,83,123,130
2024-05-26,95,1,0,0,0,0,1,0,0,0,103,108,95,109,124
2024-05-27,124,0,0,0,0,0,1,0,0,0,95,129,133,113,126
2024-05-28,125,0,0,0,0,0,1,0,0,0,124,135,137,102,114
2024-05-29,135,0,0,0,0,0,1,0,0,0,125,145,135,91,129
2024-05-30,135,0,0,0,0,0,1,0,0,0,135,126,129,75,117
2024-05-31,119,0,0,0,0,0,0,0,0,0,135,117,128,77,104
2024-06-01,105,1,0,0,0,0,0,0,0,1,119,103,107,83,124
2024-06-02,108,1,0,0,0,0,0,0,0,0,105,95,108,95,128
2024-06-03,143,0,0,0,0,0,0,0,0,0,108,124,129,133,123
2024-06-04,146,0,0,0,0,0,0,0,0,0,143,125,135,137,109
2024-06-05,157,0,0,0,0,0,0,0,0,0,146,135,145,135,113
2024-06-06,145,0,0,0,0,0,0,0,0,0,157,135,126,129,102
2024-06-07,134,0,0,0,0,0,0,0,0,0,145,119,117,128,91
2024-06-08,125,1,0,0,0,0,0,0,0,0,134,105,103,107,75
2024-06-09,118,1,0,0,0,0,0,0,0,0,125,108,95,108,77
2024-06-10,133,0,0,0,0,1,0,0,0,0,118,143,124,129,83
2024-06-11,122,0,0,0,0,1,0,0,0,0,133,146,125,135,95
2024-06-12,130,0,0,0,0,1,0,0,0,0,122,157,135,145,133
2024-06-13,124,0,0,0,0,1,0,0,0,0,130,145,135,126,137
2024-06-14,118,0,0,0,0,1,0,0,0,0,124,134,119,117,135
2024-06-15,94,1,0,0,0,1,0,0,0,0,118,125,105,103,129
2024-06-16,74,1,0,0,0,1,0,0,0,0,94,118,108,95,128
2024-06-17,76,0,0,0,0,1,0,0,0,1,74,133,143,124,107
2024-06-18,90,0,0,0,0,1,0,0,0,0,76,122,146,125,108
2024-06-19,113,0,0,0,0,1,0,0,0,0,90,130,157,135,129
2024-06-20,119,0,0,0,0,1,0,0,0,0,113,124,145,135,135
2024-06-21,135,0,0,0,0,1,0,0,0,0,119,118,134,119,145
2024-06-22,128,1,0,0,0,1,0,0,0,0,135,94,125,105,126
2024-06-23,107,1,0,0,0,1,0,0,0,0,128,74,118,108,117
2024-06-24,115,0,0,0,0,1,0,0,0,0,107,76,133,143,103
2024-06-25,122,0,0,0,0,0,0,0,0,0,115,90,122,146,95
2024-06-26,123,0,0,0,0,0,0,0,0,0,122,113,130,157,124
2024-06-27,126,0,0,0,0,0,0,0,0,0,123,119,124,145,125
2024-06-28,126,0,0,0,0,0,0,0,0,0,126,135,118,134,135
2024-06-29,112,1,0,0,0,0,0,0,0,0,126,128,94,125,135
2024-06-30,102,1,0,0,0,0,0,0,0,0,112,107,74,118,119
2024-07-01,113,0,0,0,0,0,0,0,0,0,102,115,76,133,105
2024-07-02,113,0,0,0,0,0,0,0,0,0,113,122,90,122,108
2024-07-03,107,0,0,0,0,0,0,0,0,0,113,123,113,130,143
2024-07-04,102,0,0,0,0,0,0,0,0,0,107,126,119,124,146
2024-07-05,96,0,0,0,0,0,0,0,0,0,102,126,135,118,157
2024-07-06,100,1,0,0,0,0,0,0,0,0,96,112,128,94,145
2024-07-07,101,1,0,0,0,0,0,0,0,1,100,102,107,74,134
2024-07-08,124,0,0,0,0,0,0,0,0,0,101,113,115,76,125
2024-07-09,117,0,0,0,0,0,0,0,0,0,124,113,122,90,118
2024-07-10,111,0,0,0,0,0,0,0,0,0,117,107,123,113,133
2024-07-11,108,0,0,0,0,0,0,0,0,0,111,102,126,119,122
2024-07-12,101,0,0,0,0,0,0,0,0,0,108,96,126,135,130
2024-07-13,95,1,0,0,0,0,0,0,0,0,101,100,112,128,124
2024-07-14,89,1,0,0,0,0,0,0,0,0,95,101,102,107,118
2024-07-15,113,0,0,0,0,0,0,0,0,0,89,124,113,115,94
2024-07-16,107,0,0,0,0,0,0,0,0,0,113,117,113,122,74
2024-07-17,116,0,0,0,0,0,0,0,0,0,107,111,107,123,76
2024-07-18,115,0,0,0,0,0,0,0,0,0,116,108,102,126,90
2024-07-19,112,0,0,0,0,0,0,0,0,0,115,101,96,126,113
2024-07-20,105,1,0,0,0,0,0,0,0,0,112,95,100,112,119
2024-07-21,116,1,0,0,0,0,0,0,0,0,105,89,101,102,135
2024-07-22,139,0,0,0,0,0,0,0,0,0,116,113,124,113,128
2024-07-23,122,0,0,0,0,0,0,0,0,0,139,107,117,113,107
2024-07-24,115,0,0,0,0,0,0,0,0,0,122,116,111,107,115
2024-07-25,106,0,0,0,0,0,0,0,0,0,115,115,108,102,122
2024-07-26,110,0,0,0,0,0,0,0,0,0,106,112,101,96,123
2024-07-27,100,1,0,0,0,0,0,0,0,0,110,105,95,100,126
2024-07-28,88,1,0,0,0,0,0,0,0,0,100,116,89,101,126
2024-07-29,108,0,0,0,0,0,0,0,0,0,88,139,113,124,112
2024-07-30,104,0,0,0,0,0,0,0,0,0,108,122,107,117,102
2024-07-31,117,0,0,0,0,0,0,0,0,0,104,115,116,111,113
2024-08-01,105,0,0,0,0,0,0,0,0,0,117,106,115,108,113
2024-08-02,94,0,0,0,0,0,0,0,0,0,105,110,112,101,107
2024-08-03,84,1,0,0,0,0,0,0,0,0,94,100,105,95,102
2024-08-04,67,1,0,0,0,0,0,0,0,0,84,88,116,89,96
2024-08-05,102,0,0,0,0,0,0,0,0,0,67,108,139,113,100
2024-08-06,107,0,0,0,0,0,0,0,0,0,102,104,122,107,101
2024-08-07,119,0,0,0,0,0,0,0,0,0,107,117,115,116,124
2024-08-08,120,0,0,0,0,0,0,0,0,0,119,105,106,115,117
2024-08-09,112,0,0,0,0,0,0,0,0,0,120,94,110,112,111
2024-08-10,113,1,0,0,0,0,0,0,0,0,112,84,100,105,108
2024-08-11,101,1,0,0,0,0,0,0,0,0,113,67,88,116,101
2024-08-12,115,0,0,0,0,0,0,0,0,0,101,102,108,139,95
2024-08-13,114,0,0,0,0,0,0,0,0,0,115,107,104,122,89
2024-08-14,105,0,0,0,0,0,0,0,0,0,114,119,117,115,113
2024-08-15,87,0,0,0,0,0,0,0,0,0,105,120,105,106,107
2024-08-16,80,0,0,0,0,0,0,0,0,0,87,112,94,110,116
2024-08-17,75,1,0,0,0,0,0,0,0,1,80,113,84,100,115
2024-08-18,77,1,0,0,0,0,0,0,0,0,75,101,67,88,112
2024-08-19,88,0,0,0,0,0,0,0,0,0,77,115,102,108,105
2024-08-20,99,0,0,0,0,0,0,0,0,0,88,114,107,104,116
2024-08-21,97,0,0,0,0,0,0,0,0,0,99,105,119,117,139
2024-08-22,82,0,0,0,0,0,0,0,0,0,97,87,120,105,122
2024-08-23,90,0,0,0,0,0,0,0,0,0,82,80,112,94,115
2024-08-24,80,1,0,0,0,0,0,0,0,0,90,75,113,84,106
2024-08-25,85,1,0,0,0,0,0,0,0,0,80,77,101,67,110
2024-08-26,105,0,0,0,0,0,0,0,0,0,85,88,115,102,100
2024-08-27,95,0,0,0,0,0,0,0,0,0,105,99,114,107,88
2024-08-28,94,0,0,0,0,0,0,0,0,0,95,97,105,119,108
2024-08-29,84,0,0,0,0,0,0,0,0,0,94,82,87,120,104
2024-08-30,84,0,0,0,0,0,0,0,0,0,84,90,80,112,117
2024-08-31,82,1,0,0,0,0,0,0,0,0,84,80,75,113,105
2024-09-01,80,1,0,0,0,0,0,0,0,0,82,85,77,101,94
2024-09-02,106,0,0,0,0,0,0,0,0,0,80,105,88,115,84
2024-09-03,105,0,0,0,0,0,0,0,0,0,106,95,99,114,67
2024-09-04,102,0,0,0,0,0,0,0,0,0,105,94,97,105,102
2024-09-05,96,0,0,0,0,0,0,0,0,0,102,84,82,87,107
2024-09-06,91,0,0,0,0,0,0,0,0,0,96,84,90,80,119
2024-09-07,84,1,0,0,0,0,0,0,0,0,91,82,80,75,120
2024-09-08,86,1,0,0,0,0,0,0,0,0,84,80,85,77,112
2024-09-09,109,0,0,0,0,0,0,0,0,0,86,106,105,88,113
2024-09-10,100,0,0,0,0,0,0,0,0,0,109,105,95,99,101
2024-09-11,114,0,0,0,0,0,0,0,0,0,100,102,94,97,115
2024-09-12,118,0,0,0,0,0,0,0,0,0,114,96,84,82,114
2024-09-13,124,0,0,0,0,0,0,0,0,0,118,91,84,90,105
2024-09-14,109,1,0,0,0,0,0,0,0,0,124,84,82,80,87
2024-09-15,93,1,0,0,0,0,0,0,0,0,109,86,80,85,80
2024-09-16,105,0,0,0,0,0,0,0,0,1,93,109,106,105,75
2024-09-17,109,0,0,0,0,0,0,0,0,0,105,100,105,95,77
2024-09-18,128,0,0,0,0,0,0,0,0,0,109,114,102,94,88
2024-09-19,131,0,0,0,0,0,0,0,0,0,128,118,96,84,99
2024-09-20,123,0,0,0,0,0,0,0,0,0,131,124,91,84,97
2024-09-21,122,1,0,0,0,0,0,0,0,0,123,109,84,82,82
2024-09-22,106,1,0,0,0,0,0,0,0,0,122,93,86,80,90
2024-09-23,138,0,0,0,0,0,0,0,0,0,106,105,109,106,80
2024-09-24,124,0,0,0,0,0,0,0,0,0,138,109,100,105,85
2024-09-25,127,0,0,0,0,0,0,0,0,0,124,128,114,102,105
2024-09-26,119,0,0,0,0,0,0,0,0,0,127,131,118,96,95
2024-09-27,116,0,0,0,0,0,0,0,0,0,119,123,124,91,94
2024-09-28,91,1,0,0,0,0,0,0,0,0,116,122,109,84,84
2024-09-29,98,1,0,0,0,0,0,0,0,0,91,106,93,86,84
2024-09-30,118,0,0,0,0,0,0,0,0,0,98,138,105,109,82
2024-10-01,121,0,0,0,0,0,0,0,0,0,118,124,109,100,80
2024-10-02,121,0,0,0,0,0,0,0,0,0,121,127,128,114,106
2024-10-03,112,0,0,0,0,0,0,0,0,0,121,119,131,118,105
2024-10-04,114,0,0,0,0,0,0,0,0,0,112,116,123,124,102
2024-10-05,91,1,0,0,0,0,0,0,0,0,114,91,122,109,96
2024-10-06,88,1,0,0,0,0,0,0,0,0,91,98,106,93,91
2024-10-07,116,0,0,0,0,0,0,0,0,0,88,118,138,105,84
2024-10-08,114,0,0,0,0,0,0,0,0,0,116,121,124,109,86
2024-10-09,116,0,0,0,0,0,0,0,0,0,114,121,127,128,109
2024-10-10,102,0,0,0,0,0,0,0,0,0,116,112,119,131,100
2024-10-11,129,0,0,0,0,0,0,0,0,0,102,114,116,123,114
2024-10-12,116,1,0,0,0,0,0,0,0,0,129,91,91,122,118
2024-10-13,117,1,0,0,0,0,0,0,0,0,116,88,98,106,124
2024-10-14,139,0,0,0,0,0,0,0,0,0,117,116,118,138,109
2024-10-15,119,0,0,0,0,0,0,0,0,0,139,114,121,124,93
2024-10-16,128,0,0,0,0,0,0,0,0,0,119,116,121,127,105
2024-10-17,116,0,0,0,0,0,0,0,0,0,128,102,112,119,109
2024-10-18,107,0,0,0,0,0,0,0,0,0,116,129,114,116,128
2024-10-19,93,1,0,0,0,0,0,0,0,0,107,116,91,91,131
2024-10-20,89,1,0,0,0,0,0,0,0,0,93,117,88,98,123
2024-10-21,118,0,0,0,0,0,0,0,0,0,89,139,116,118,122
2024-10-22,127,0,0,0,0,0,0,0,0,0,118,119,114,121,106
2024-10-23,154,0,0,0,0,0,0,0,0,0,127,128,116,121,138
2024-10-24,154,0,0,0,0,0,0,0,0,0,154,116,102,112,124
2024-10-25,139,0,0,0,0,0,0,0,0,0,154,107,129,114,127
2024-10-26,114,1,0,0,0,0,0,0,0,0,139,93,116,91,119
2024-10-27,105,1,0,0,0,0,0,0,0,0,114,89,117,88,116
2024-10-28,125,0,0,0,0,0,0,0,0,0,105,118,139,116,91
2024-10-29,114,0,0,0,0,0,0,0,0,0,125,127,119,114,98
2024-10-30,123,0,0,0,0,0,0,0,0,0,114,154,128,116,118
2024-10-31,104,0,0,0,0,0,0,0,0,0,123,154,116,102,121
2024-11-01,100,0,0,0,0,0,0,0,0,0,104,139,107,129,121
2024-11-02,88,1,0,0,0,0,0,0,0,0,100,114,93,116,112
2024-11-03,88,1,0,0,0,0,0,0,0,0,88,105,89,117,114
2024-11-04,113,0,0,0,0,0,0,0,0,0,88,125,118,139,91
2024-11-05,116,0,0,0,0,0,0,0,0,0,113,114,127,119,88
2024-11-06,114,0,0,0,0,0,0,0,0,0,116,123,154,128,116
2024-11-07,110,0,0,0,0,0,0,0,0,0,114,104,154,116,114
2024-11-08,103,0,0,0,0,0,0,0,0,0,110,100,139,107,116
2024-11-09,81,1,0,0,0,0,0,0,0,0,103,88,114,93,102
2024-11-10,79,1,0,0,0,0,0,0,0,0,81,88,105,89,129
2024-11-11,106,0,0,0,0,0,0,0,0,0,79,113,125,118,116
2024-11-12,105,0,0,0,0,0,0,0,0,0,106,116,114,127,117
2024-11-13,120,0,0,0,0,0,0,0,0,0,105,114,123,154,139
2024-11-14,123,0,0,0,0,0,0,0,0,0,120,110,104,154,119
2024-11-15,139,0,0,0,0,0,0,0,0,0,123,103,100,139,128
2024-11-16,132,1,0,0,0,0,0,0,0,0,139,81,88,114,116
2024-11-17,124,1,0,0,0,0,0,0,0,0,132,79,88,105,107
2024-11-18,134,0,0,0,0,0,0,0,0,0,124,106,113,125,93
2024-11-19,102,0,0,0,0,0,0,0,0,0,134,105,116,114,89
2024-11-20,103,0,0,0,0,0,0,0,0,0,102,120,114,123,118
2024-11-21,107,0,0,0,0,0,0,0,0,0,103,123,110,104,127
2024-11-22,123,0,0,0,0,0,0,0,0,0,107,139,103,100,154
2024-11-23,101,1,0,0,0,0,0,0,0,0,123,132,81,88,154
2024-11-24,84,1,0,0,0,0,0,0,0,0,101,124,79,88,139
2024-11-25,88,0,0,0,0,0,0,0,0,0,84,134,106,113,114
2024-11-26,77,0,0,0,0,0,0,0,0,0,88,102,105,116,105
2024-11-27,80,0,0,0,0,0,0,0,0,1,77,103,120,114,125
2024-11-28,85,0,0,0,0,0,0,0,0,0,80,107,123,110,114
2024-11-29,70,0,0,0,0,0,0,0,0,0,85,123,139,103,123
2024-11-30,63,1,0,0,0,0,0,0,0,0,70,101,132,81,104
2024-12-01,74,1,0,0,0,0,0,0,0,0,63,84,124,79,100
2024-12-02,109,0,0,0,0,0,0,0,0,0,74,88,134,106,88
2024-12-03,122,0,0,0,0,0,0,0,0,0,109,77,102,105,88
2024-12-04,128,0,0,0,0,0,0,0,0,0,122,80,103,120,113
2024-12-05,126,0,0,0,0,0,0,0,0,0,128,85,107,123,116
2024-12-06,114,0,0,0,0,0,0,0,0,0,126,70,123,139,114
2024-12-07,120,1,0,0,0,0,0,0,0,0,114,63,101,132,110
2024-12-08,104,1,0,0,0,0,0,0,0,0,120,74,84,124,103
2024-12-09,111,0,0,0,0,0,0,0,0,0,104,109,88,134,81
2024-12-10,106,0,0,0,0,0,0,0,0,0,111,122,77,102,79
2024-12-11,118,0,0,0,0,0,0,0,0,0,106,128,80,103,106
2024-12-12,110,0,0,0,0,0,0,0,0,0,118,126,85,107,105
2024-12-13,98,0,0,0,0,0,0,0,0,0,110,114,70,123,120
2024-12-14,90,1,0,0,0,0,0,0,0,0,98,120,63,101,123
2024-12-15,89,1,0,0,0,0,0,0,0,0,90,104,74,84,139
2024-12-16,112,0,0,0,0,0,0,0,0,0,89,111,109,88,132
2024-12-17,122,0,0,0,0,0,0,0,0,0,112,106,122,77,124
2024-12-18,130,0,0,0,0,0,0,1,0,0,122,118,128,80,134
2024-12-19,121,0,0,0,0,0,0,1,0,0,130,110,126,85,102
2024-12-20,124,0,0,0,0,0,0,1,0,0,121,98,114,70,103
2024-12-21,107,1,0,0,0,0,0,1,0,0,124,90,120,63,107
2024-12-22,103,1,0,0,0,0,0,1,0,0,107,89,104,74,123
2024-12-23,126,0,0,0,0,0,0,1,0,0,103,112,111,109,101
2024-12-24,124,0,0,0,0,0,0,1,0,0,126,122,106,122,84
2024-12-25,120,0,0,0,0,0,0,1,0,1,124,130,118,128,88
2024-12-26,129,0,0,0,0,0,0,1,0,0,120,121,110,126,77
2024-12-27,134,0,0,0,0,0,0,1,0,0,129,124,98,114,80
2024-12-28,127,1,0,0,0,0,0,1,0,0,134,107,90,120,85
2024-12-29,120,1,0,0,0,0,0,1,0,0,127,103,89,104,70
2024-12-30,125,0,0,0,0,0,0,1,0,0,120,126,112,111,63
2024-12-31,112,0,0,0,0,0,0,1,0,0,125,124,122,106,74
2025-01-01,100,0,0,0,0,0,0,1,0,1,112,120,130,118,109
2025-01-02,108,0,0,0,0,0,0,0,0,0,100,129,121,110,122
2025-01-03,104,0,0,0,0,0,0,0,0,0,108,134,124,98,128
2025-01-04,103,1,0,0,0,0,0,0,0,0,104,127,107,90,126
2025-01-05,115,1,0,0,0,0,0,0,0,0,103,120,103,89,114
2025-01-06,136,0,0,0,0,0,0,0,0,0,115,125,126,112,120
2025-01-07,138,0,0,0,0,0,0,0,0,0,136,112,124,122,104
2025-01-08,142,0,0,0,0,0,0,0,0,0,138,100,120,130,111
2025-01-09,128,0,0,0,0,0,0,0,0,0,142,108,129,121,106
2025-01-10,122,0,0,0,0,0,0,0,0,0,128,104,134,124,118
2025-01-11,117,1,0,0,0,0,0,0,0,0,122,103,127,107,110
2025-01-12,109,1,0,0,0,0,0,0,0,0,117,115,120,103,98
2025-01-13,123,0,0,0,0,0,0,0,0,0,109,136,125,126,90
2025-01-14,130,0,0,0,0,0,0,0,0,0,123,138,112,124,89
2025-01-15,131,0,0,0,0,0,0,0,0,0,130,142,100,120,112
2025-01-16,135,0,0,0,0,0,0,0,0,0,131,128,108,129,122
2025-01-17,133,0,0,0,0,0,0,0,0,0,135,122,104,134,130
2025-01-18,120,1,0,0,0,0,0,0,0,0,133,117,103,127,121
2025-01-19,112,1,0,0,0,0,0,0,0,0,120,109,115,120,124
2025-01-20,125,0,0,0,0,0,0,0,0,0,112,123,136,125,107
2025-01-21,121,0,0,0,0,0,0,0,0,0,125,130,138,112,103
2025-01-22,126,0,1,0,0,0,0,0,0,0,121,131,142,100,126
2025-01-23,117,0,1,0,0,0,0,0,0,0,126,135,128,108,124
2025-01-24,117,0,1,0,0,0,0,0,0,0,117,133,122,104,120
2025-01-25,114,1,1,0,0,0,0,0,0,0,117,120,117,103,129
2025-01-26,99,1,1,0,0,0,0,0,0,0,114,112,109,115,134
2025-01-27,103,0,1,0,0,0,0,0,0,1,99,125,123,136,127
2025-01-28,109,0,1,0,0,0,0,0,0,0,103,121,130,138,120
2025-01-29,116,0,1,0,0,0,0,0,0,1,109,126,131,142,125
2025-01-30,116,0,1,0,0,0,0,0,0,0,116,117,135,128,112
2025-01-31,116,0,1,0,0,0,0,0,0,0,116,117,133,122,100
2025-02-01,116,1,1,0,0,0,0,0,0,0,116,114,120,117,108
2025-02-02,117,1,1,0,0,0,0,0,0,0,116,99,112,109,104
2025-02-03,145,0,1,0,0,0,0,0,0,0,117,103,125,123,103
2025-02-04,132,0,1,0,0,0,0,0,0,0,145,109,121,130,115
2025-02-05,144,0,1,0,0,0,0,0,0,0,132,116,126,131,136
2025-02-06,147,0,0,0,0,0,0,0,0,0,144,116,117,135,138
2025-02-07,141,0,0,0,0,0,0,0,0,0,147,116,117,133,142
2025-02-08,134,1,0,0,0,0,0,0,0,0,141,116,114,120,128
2025-02-09,136,1,0,0,0,0,0,0,0,0,134,117,99,112,122
2025-02-10,136,0,0,0,0,0,0,0,0,0,136,145,103,125,117
2025-02-11,125,0,0,0,0,0,0,0,0,0,136,132,109,121,109
2025-02-12,137,0,0,0,0,0,0,0,0,0,125,144,116,126,123
2025-02-13,134,0,0,0,0,0,0,0,0,0,137,147,116,117,130
2025-02-14,126,0,0,0,0,0,0,0,0,0,134,141,116,117,131
2025-02-15,115,1,0,0,0,0,0,0,0,0,126,134,116,114,135
2025-02-16,102,1,0,0,0,0,0,0,0,0,115,136,117,99,133
2025-02-17,127,0,0,0,0,0,0,0,0,0,102,136,145,103,120
2025-02-18,122,0,0,0,0,0,0,0,0,0,127,125,132,109,112
2025-02-19,123,0,0,0,0,0,0,0,0,0,122,137,144,116,125
2025-02-20,109,0,0,0,0,0,0,0,0,0,123,134,147,116,121
2025-02-21,104,0,0,0,0,0,0,0,0,0,109,126,141,116,126
2025-02-22,110,1,0,0,0,0,0,0,0,0,104,115,134,116,117
2025-02-23,105,1,0,0,0,0,0,0,0,0,110,102,136,117,117
2025-02-24,134,0,0,0,0,0,0,0,0,0,105,127,136,145,114
2025-02-25,139,0,0,0,0,0,0,0,0,0,134,122,125,132,99
2025-02-26,154,0,0,0,0,0,0,0,0,0,139,123,137,144,103
2025-02-27,137,0,0,0,0,0,0,0,0,0,154,109,134,147,109
2025-02-28,119,0,0,0,0,0,0,0,0,0,137,104,126,141,116
2025-03-01,105,1,0,0,0,0,0,0,0,0,119,110,115,134,116
2025-03-02,84,1,0,0,0,0,0,0,0,0,105,105,102,136,116
2025-03-03,103,0,0,0,0,0,0,0,0,0,84,134,127,136,116
2025-03-04,102,0,0,0,0,0,0,0,0,0,103,139,122,125,117
2025-03-05,107,0,0,0,0,0,0,0,0,0,102,154,123,137,145
2025-03-06,121,0,0,0,0,0,0,0,0,0,107,137,109,134,132
2025-03-07,119,0,0,0,0,0,0,0,0,0,121,119,104,126,144
2025-03-08,109,1,0,0,0,0,0,0,0,0,119,105,110,115,147
2025-03-09,94,1,0,0,0,0,0,0,0,0,109,84,105,102,141
2025-03-10,111,0,0,0,0,0,0,0,0,0,94,103,134,127,134
2025-03-11,101,0,0,0,0,0,0,0,0,0,111,102,139,122,136
2025-03-12,105,0,0,0,0,0,0,0,0,0,101,107,154,123,136
2025-03-13,104,0,0,0,0,0,0,0,0,0,105,121,137,109,125
2025-03-14,108,0,0,0,0,0,0,0,0,0,104,119,119,104,137
2025-03-15,106,1,0,0,0,0,0,0,0,0,108,109,105,110,134
2025-03-16,96,1,0,0,0,0,0,0,0,0,106,94,84,105,126
2025-03-17,101,0,0,0,0,0,0,0,0,0,96,111,103,134,115
2025-03-18,104,0,0,0,0,0,0,0,0,0,101,101,102,139,102
2025-03-19,104,0,0,0,0,0,0,0,0,0,104,105,107,154,127
2025-03-20,100,0,0,0,0,0,0,0,0,0,104,104,121,137,122
2025-03-21,91,0,0,0,0,0,0,0,0,0,100,108,119,119,123
2025-03-22,84,1,0,0,0,0,0,0,1,0,91,106,109,105,109
2025-03-23,75,1,0,0,0,0,0,0,1,0,84,96,94,84,104
2025-03-24,77,0,0,1,0,0,0,0,1,0,75,101,111,103,110
2025-03-25,74,0,0,1,1,0,0,0,1,0,77,104,101,102,105
2025-03-26,65,0,0,1,1,0,0,0,1,0,74,104,105,107,134
2025-03-27,69,0,0,1,1,0,0,0,1,0,65,100,104,121,139
2025-03-28,52,0,0,1,1,0,0,0,1,0,69,91,108,119,154
2025-03-29,44,1,0,1,1,0,0,0,1,1,52,84,106,109,137
2025-04-01,31,0,0,1,1,0,0,0,1,1,28,74,104,101,84
2025-04-02,35,0,0,1,1,0,0,0,1,0,31,65,104,105,103
2025-04-03,40,0,0,1,1,0,0,0,1,0,35,69,100,104,102
2025-04-04,57,0,0,1,1,0,0,0,1,0,40,52,91,108,107
2025-04-05,54,1,0,1,1,0,0,0,1,0,57,44,84,106,121
2025-04-06,59,1,0,1,1,0,0,0,0,0,54,28,75,96,119
2025-04-07,70,0,0,1,1,0,0,0,0,0,59,28,77,101,109
2025-04-08,91,0,0,0,1,0,0,0,0,0,70,31,74,104,94
2025-04-09,110,0,0,0,0,0,0,0,0,0,91,35,65,104,111
2025-04-10,116,0,0,0,0,0,0,0,0,0,110,40,69,100,101
2025-04-11,117,0,0,0,0,0,0,0,0,0,116,57,52,91,105
2025-04-12,109,1,0,0,0,0,0,0,0,0,117,54,44,84,104
2025-04-13,99,1,0,0,0,0,0,0,0,0,109,59,28,75,108
2025-04-14,109,0,0,0,0,0,0,0,0,0,99,70,28,77,106
2025-04-15,106,0,0,0,0,0,0,0,0,0,109,91,31,74,96
2025-04-16,109,0,0,0,0,0,0,0,0,0,106,110,35,65,101
2025-04-17,110,0,0,0,0,0,0,0,0,0,109,116,40,69,104
2025-04-18,106,0,0,0,0,0,0,0,0,1,110,117,57,52,104
2025-04-19,88,1,0,0,0,0,0,0,0,0,106,109,54,44,100
2025-04-20,96,1,0,0,0,0,0,0,0,1,88,99,59,28,91
2025-04-21,125,0,0,0,0,0,0,0,0,0,96,109,70,28,84
2025-04-22,116,0,0,0,0,0,0,0,0,0,125,106,91,31,75
2025-04-23,124,0,0,0,0,0,0,0,0,0,116,109,110,35,77
2025-04-24,116,0,0,0,0,0,0,0,0,0,124,110,116,40,74
2025-04-25,116,0,0,0,0,0,0,0,0,0,116,106,117,57,65
2025-04-26,106,1,0,0,0,0,0,0,0,0,116,88,109,54,69
2025-04-27,115,1,0,0,0,0,0,0,0,0,106,96,99,59,52
2025-04-28,142,0,0,0,0,0,0,0,0,0,115,125,109,70,44
2025-04-29,133,0,0,0,0,0,0,0,0,0,142,116,106,91,28
2025-04-30,125,0,0,0,0,0,0,0,0,0,133,124,109,110,28
2025-05-01,113,0,0,0,0,0,0,0,0,1,125,116,110,116,31
